sku,account_ref,user_ref,quantity,value
KSCKDT,KHTLMNIDFTQKWX,IXVKIBOPFDCG,1,199
SWDSCB,EVZUAIAOHSSBVN,,3,317.1
LPWBBI,,,2,384.46
LLAHVH,YALKNKNHYKASVG,,1,339.87
FUBERN,,,3,513.96
AWCKBH,,,3,505.39
VTRUNT,,,3,483.1
CLBPEG,RNUYKLHPSSMDCW,DTWFESLHTEZC,1,88.42
ODOLGA,ZMSLNSLPTHCGQN,KWUKYFCURXYS,3,268.11
MIFNML,FDRDXNVTZMCHSZ,XGFOIGYWPVUF,2,350.03
XZXXIG,QBEVRDCMVSDXLV,GDGYBNNEHEVZ,1,480.03
OTYWRU,,,2,354.57
QZGGDA,,,2,602.95
QJLSDH,LOYGDVOZJJRPCJ,,2,34.91
WWCHVU,ADKFPFIQAILGXJ,,1,424.8
WOYHWD,,,2,550.77
JPSDGH,,,3,30.88
WKHBUL,,,1,449.61
RNHDPN,KJFIGQKRAYXGMD,YRYZMDSVZBST,3,218.19
SDCFQD,JMMULDSXXTEYYY,KZFDECTPMKDR,3,363.46
VQOMWK,,,1,476.94
OUVLNL,,,2,541.99
OMCBTR,QRWAYFYPFTZPRG,JWNFBQBSHFHO,2,339.65
ZLZZEI,,,1,240.59
VIRGKU,,,1,392.16
GXBOLA,,,2,286.54
DNRCRJ,,,3,345.93
QEMPAC,,,1,615.37
DFSYUJ,FZMKDJDNMGZHPJ,PQXROSITSRPB,3,329.69
QADZAM,BHTUBXQNJDJKOF,,3,582.33
FGVHBC,,,2,417.23
MXZNCQ,JYHQODFBHGGQEX,JGPSRAWUZMNW,1,48.06
RSPUPL,,,1,296.42
DWMDKO,,,2,161.9
DZBFCU,DXSPQANUKYFLYH,ZTWJTNSOHXZE,3,154.31
SAZEGM,,,3,160.07
MCPCEF,,,3,671.85
UJMVLE,,,3,268.57
DGTCUL,NYMPBWJHCZRQOV,,3,381.46
IXBEUN,ZYDLMBLFHGZMOS,,3,193.91
MKJSYB,HPMPEYLOHEYHHR,,2,14.54
CJVLHP,,,3,489.03
JMAVWS,GLMCAEAKCPYLMY,RJIAOABNJPVX,2,592.06
ROIYEN,,,2,506.93
LBYDYC,,,2,413.21
CVGDKL,,,1,25.92
TGMZWG,,,3,410.7
LJPNNC,,,2,422.62
XLQRFU,,,2,331.94
IOBGSY,KMIHLZGZDVBAXV,XLHJKDZOPIXF,3,277.53
ZSKEJU,,,2,77.55
FYMFXS,TQOEYGPXOUPOFI,ZRXAROIIZRHG,2,227.06
IBJVLN,DMJJCZXVIVIDWX,,3,224.07
JDFLIV,,,1,265.36
UQDXNT,BHTUBXQNJDJKOF,IIAKRDPIRCNG,2,97.74
QDEIJJ,OEVTPMEQMCATMD,JYZNDJREDPDK,2,85.28
HOXKOQ,KJCUFCNRPPPWLF,,1,288.65
HMRHKH,CZCBWGVPRKZQSC,,1,401.47
CALHWF,,,1,486.59
DVOHLG,YRGNIUDXOVAGOS,HARQBGUNATGK,1,327.6
JFUWIQ,GOEBVJVORDQDNQ,,1,366.55
KNALIB,,,1,50.21
USRWLG,KICAWDSUUNLCQA,,2,454.33
JIYMCI,,,2,563.25
PXQONS,XNLQKVSVETSQBX,,1,505.85
AOTTYK,BEMYPOPDEWWCAN,IKKQFYSMOCZE,3,229.6
KWLLBX,,,2,220.98
UDXWBA,,,1,203.17
RXSNKL,,,1,417.46
JOWBCQ,,,3,440.9
XWKNVL,CWIMLMOPZARVSX,,1,33.28
NNMQWF,,,2,81.9
ZVDLWQ,,,2,217.18
IKQNPV,UAOFPDGNGRVUOL,RVSIMECEODQH,3,50.48
EYYWVR,WKHSMXGAVQIUSQ,LECPDAOHYXPL,2,485.88
GCWUFB,OJHVDTDXCQUOSJ,VODPPXANEWIS,1,547.4
DMXAIN,CIHOQKCSVMVGVG,AWTLEFHCRMPK,2,235.23
KVVJRY,FSFJUSAYKTHWOQ,AUGBYMEURYCT,2,202.81
EETHQO,,,3,264.05
LIWBTK,,,2,68.81
RZATWN,,,3,95.11
KTGGNV,DDMHKAQTOMEZEL,,1,74.36
DRHAOV,VZDOMPTFEBLUQK,,1,300.38
DCDHJX,,,1,547.5
ZOEASK,,,3,61.54
QFGLEG,GRFHKUTJJHHQRD,,2,115.64
PPBMKA,,,3,333.47
QCOKWM,,,3,235.04
OEKZRH,UERRUZRLMUYDAQ,,2,461.25
WTTVIF,ORTDQPZSECNGNH,,1,435.74
LXYWXX,VOPYKPESOPKNUJ,CYBHHOZEPRIM,2,576.09
NFZALE,,,2,471.58
PQOHHQ,UPYWNBDNFEKMWU,JMLNHPUFXPBL,1,400.84
QEIHUH,,,1,217.71
RDTMMN,,,2,397.74
RGTCDH,,,3,310.79
CGTDEG,,,3,298.23
BLCNNR,LCJGUZEMHDDHTU,MQYLRVSBXRRS,1,211.82
AIWHOC,FZMKDJDNMGZHPJ,ETRUVJEXVHIJ,1,318.33
ZSJZPU,,,3,486.71
VITSLG,,,1,37.14
SWPAHE,,,1,228.19
OXEMRL,TKOPWUJXSGGXEA,,1,441.82
HNYGDU,,,2,54.97
DYZHBF,MDUGFBEPFGZAOF,,3,192.24
TPWMTC,,,2,57.21
PTIGGF,EHSOTTFRYONUGY,OUGWTZEPFHYV,1,188.05
AGUAXW,DMWKWYFVQUURGH,,1,422.12
BZZJDB,DFTBOLXNVAGUKE,WWJDNUQLZUST,2,357.09
DCZHZB,,,2,280.74
RMMZQT,,,1,296.27
IXTRHG,FKRQIJIBHYMYKU,PHWWCLYYTKEG,2,53.13
NKNOQT,,,2,196.05
BORRJX,KHZMNJODFVZLRL,VFPKAHRYVCBX,1,506.53
AVGUUP,,,3,64.44
LHDUVD,,,2,22.83
CQOKEH,RVAJCHXCSSLQFH,CKNTHIPZLAAF,3,263.01
XJXSZJ,DUKXVFBQGGPLLO,,3,95.5
VSFBFK,,,3,352.82
HMNPPD,KICAWDSUUNLCQA,,1,251.74
FJLBLU,,,3,205.99
CJVLHP,,,2,612.58
YRZCOP,LGMWDGCFACOBTT,BAMRBKNGXRFY,2,337.25
IAIMRD,,,1,158.11
ENEHLA,,,3,352.77
ZMYBHM,RJTAJCXGATPWPB,,1,657.37
BVFSZB,,,2,515.07
BQLAEY,WVIXNILLHXPSFV,,3,402.73
PDERGE,,,2,117.23
ZUBZYC,UALBUAKYOGYIOP,LUQFPHXVRGZX,2,49.83
QFIATR,HZTRTRENWUZXZE,,1,310.85
HBCCXT,ZBJPVWWCXLREVT,UUXCTEEDAVKH,2,555.5
IJSKDD,CLFQITQUVPHPHO,,1,446.54
ZKGDGA,,,2,298.38
EBWLKA,,,2,329.01
SHNRZD,,,2,383.53
WTDWAM,,,2,585.36
UNZYTJ,,,1,519.1
EMBSHK,,,3,62.52
LHXOET,,,2,202.06
GKRAGL,,,2,235.19
WGWQSF,QLKQCVCBGVZAGC,,2,112.18
VYJAQO,NSPZDAGXYGIATM,,2,82.78
XCMGAQ,FDQJWYXYIQRZJX,,1,273.23
NIOZLC,,,3,173.33
TCOLYR,CSBBYDQVKPKPNO,IRGHMKAKVMCC,3,642.88
RZXKHR,,,1,173.66
NDDHJX,RZVVBWOBMGNNHT,,2,140.96
USSHYA,,,1,514.65
SFEHDH,XNLKOJQUDHEGUQ,,2,459.58
CORMCI,,,2,593.08
ZBMGSM,DYUCHSEUWZMUXZ,,3,182.69
ZVCGHZ,,,1,357.72
VAPAXN,JTIYAWLYZWGOLR,CKIOTLZLBZEX,3,117.64
LXXOHQ,OOQHJGNITYIXTY,HTGCKBPPJPEL,3,432.23
SEUIXZ,RPNTBPBHCXNAHW,,3,614.03
NYKLQY,,,1,564.44
NDWQFT,,,2,484.89
XMDIVA,,,3,386.56
XBYKMH,,,1,596.32
VOFJMR,JMMULDSXXTEYYY,WCUKCIJVZZKB,3,351.83
RURDFV,,,2,323.01
YOSPGZ,,,3,151.42
ADKTED,,,3,335.9
RIDXXI,,,3,505.64
OIHQFO,EADEXETGYEYNSM,,3,115.46
RBRSHW,,,1,440.34
OXSTBS,,,3,306.83
CAYCGU,,,3,247.03
ZLDWAJ,JJNMUXWNDMZQFP,,3,147.5
LFTAAD,CWIMLMOPZARVSX,QEKNMQUPGAQY,1,52.96
GUZWXH,LGMWDGCFACOBTT,,1,242.82
QHRLSJ,,,3,48.47
EZLTVU,EDOIBPJWNEYGIR,,2,181.36
SXBVGU,,,2,510.5
QZHDHK,,,1,356.22
RMXYRB,,,3,487.95
URDEHI,LRRXUXIRTTHVNI,,1,708.88
PEHQNE,,,1,519.23
YVZQSR,VGWHSEVFYTMUEB,DDMTDQXUPEXO,1,229.25
RQLJRM,,,3,34.2
YXREUX,MFHRPGUDAWRQAK,XOYPBLMBMPAN,1,118.59
HSNDAX,,,1,15.47
KGDXJC,,,3,381.27
LTYDLN,,,3,567.35
RMBKJF,PFDKRUMIBJQYIG,,2,126.33
QHKZIA,,,2,80.26
HCVTXH,,,1,347.84
KUGKJB,XOIFTQGBXSHVET,,1,202.21
HNSZWJ,,,3,119.03
RDCDDO,AKVCRRNBHODSSA,NYEOJAYRTFEF,1,238.8
UVFTAF,,,3,343.11
BOGIPP,UKLNSIKIJRKQUZ,,3,255.01
JAPIZO,,,1,187.54
AYCCSO,,,3,287.19
KQGFNL,QFDDABSSUEQHEH,ODKBXRLQIXQU,3,370.3
WZOIKW,BGBMMAOFBNPGOC,WUUHITXPKMLO,2,463.16
WKMKTG,NJOZWEISLGCJOV,,2,167.53
ZSSJPI,,,1,360.68
JOLHCY,,,1,119.59
LGCLYW,,,2,562.28
JEWOEI,,,2,200.99
QTAFKU,KJJDZTDDIUGDAN,,1,52.91
TLNZMS,,,1,538.29
NFEYSV,,,3,508.62
XJOGEK,,,3,520.95
ZOBXUH,,,1,366.88
OOILNM,ZRFBQSLERGJGDJ,LWDCIFRKSSME,1,659.81
HLXZKR,,,3,299.15
TQNLJN,QBEVRDCMVSDXLV,AABSOSOMYDSX,2,446.35
ADHJTK,BNEJSUAGGVCLFH,,1,209.07
PNNUJU,EZDEDJGIHMENYM,VXTEITTPOYUU,1,178.58
XMDIVA,ESSZVMCEAIPYVN,WQRLDMBJTYGW,2,349.9
YDANIO,KQJDUFDNXPNFDH,,2,174.82
JPDFNO,QOVQVZCVNPYBXR,XJRADAXNYROW,3,237.02
TLUILV,,,3,417.27
HXSKZJ,,,1,540.27
JCQIBD,BBTDBNXLFYPZHZ,,2,464.81
BQEJLY,,,3,437.75
ZQXKVM,,,1,381.56
JYUZIH,YRUWHPVYBQJHCR,EJTUJRFZXVKP,3,102.84
CYNWAE,,,3,97.31
EXTBXK,CQEBKUCGTMAIQV,WZKYXNHRWHVZ,3,90.09
MRLOEB,LXTNEPORRJHEUG,,2,38.53
CPESAE,DBGQOCYFKFHGYL,AVDWXWOVFUKN,1,506.28
NWLXKM,YOSSBYNUMVKIEY,YJLRBZOEORYV,2,249.19
ZRWCLO,,,1,560.54
JPYHAM,,,1,147.27
WIAWOP,RWBXBPZDPATPKA,,1,65.71
GYHBCU,QRIUBAXHXNUZIM,AWAXMYDGPJLO,3,672.03
GRCVPL,SQWIAEXFIHSALT,,3,512.53
VDYRRI,RSMXRRWSZPZKQF,,3,42.29
AIIUWI,,,1,469.93
RPGISB,,,1,413.48
FBJMWZ,,,2,211.47
XIJKRH,DZONTXCAWKDWHS,WTAVYYMXQFNA,3,185.45
BSRQLG,TFMGIHDKYDRTPW,,3,471
ITERER,FOWPKHMHHBEEOP,,3,478.85
MHTYAO,,,2,634.25
KRAWEN,UQGTTHRPKBDHUM,FDSTDLULXJSL,1,279.82
FHWJIW,,,3,104.14
YJIXQD,,,2,619.08
VVZEVA,,,3,373.84
OJDQGL,,,1,136.68
QFBKDG,GSEUNCTWPDTWSU,,3,110.05
GWAYIE,XMFHNQODVRRBEV,RHZSFNLXLLKS,2,542.75
JIBQVE,,,2,155.74
HNWHOC,XOKZHKQXYEIPOG,,1,72.88
RVXFME,XOKZHKQXYEIPOG,TFRBOCGYDJYJ,1,21.75
PNXDOD,RUKHEBAJALWYKK,,3,56.95
ZJSOFF,TXASWXRDMHLMAK,,2,425.54
GPIFPK,,,2,286.13
CACREQ,OJHVDTDXCQUOSJ,XSUMPWHDAVAH,1,657.99
XKIGDB,,,3,651.14
WTVDPT,,,3,462.99
QAEHOV,,,2,504.96
KXNMVG,YNRXEQKQSJDUVR,,1,200.66
ZERFIR,KQBHOPJSHUJBRV,,1,31.15
GZGHKY,EZKPOPXHRZEPJX,,3,337.52
ANKZIE,,,1,601.37
KOFBXH,,,3,159.48
LVAGSO,,,1,487.46
HOGAQB,FYGYQJCASFTTVH,,1,372.31
KLKUIV,TXASWXRDMHLMAK,,2,558.9
IBXYFZ,OTFPKCDTUIXBBS,MEBSQGIUVDCX,3,290.51
REFNSU,,,3,184.52
BSRQLG,GOEBVJVORDQDNQ,,1,446.21
IEUTJZ,,,1,546.87
BHEXXT,,,2,44.5
DPWZQQ,MGWKMVNHKPDSEL,,1,43.72
SVLCCM,,,1,289.51
HZFADC,GERWVLGQMHQFQI,,1,513.2
XCFICP,,,2,91.42
MALLJZ,LNMCDCKCBTDXBV,,2,110.47
SGQRIQ,GQWQKSSYXPJKQL,DYLPKNLQFKMO,1,102.21
TZHNIS,LOYGDVOZJJRPCJ,,2,22.29
YXJXLP,XYRGNWKHNBOPUI,ZHHZZUKYIYPO,3,110.53
FUQVXQ,AEKHTFWRETLZUD,,3,56.28
CVFWFB,ETJCIXNTVDVENS,,3,324.03
VTYPUX,,,2,453.97
YIYYAI,,,3,391.27
GGDSBT,,,1,185.16
UHRBNP,GZXGVEXMRXWZWF,ZNJBYYHHACNO,1,324.88
UDXWBA,,,1,162.19
IVWSHT,,,1,352.24
YMKYYA,QPMCEKOJCPLEAR,,2,348.98
FUIVQE,XLBGDVLKHJXVJB,IXVKIBOPFDCG,2,228.54
CWFPFM,YYPOBDAUFMWDCV,FBSKXZPMCNRX,1,490.83
GVOCXF,,,3,224.08
ACARJM,GZXGVEXMRXWZWF,SVIOVPDSZKTG,1,120.86
ODCHOS,RUKHEBAJALWYKK,,3,310.87
CGDCCT,,,2,465.87
KKDOAU,CBUKNMZBZVMMGR,PSWWFRXOSMZU,3,172.69
AREPMX,,,3,41.99
CMBRYF,DXSPQANUKYFLYH,,1,651.89
RIHGCG,HFTXBEQXXCRKYV,,1,76.34
BMYFBQ,TIQMBQJKEODESP,,1,447.17
ISNODT,FZURKKZQCNWNTK,,2,309.16
MBNMOK,,,2,77.03
OHKIWT,,,3,49.31
DEYBTX,,,3,520.89
KOCYSN,HDYYBIEUFZSHEY,,2,409.33
XHKYHU,WRNAJPEGUCGFKB,,1,402.62
SLWLTZ,,,2,503.85
NKHKFO,,,1,622.17
TLIJWW,,,2,237.8
HEHXFU,,,2,631.92
RMMZQT,QRPNZPCMXDVXKQ,FBAWDTAKUFAC,1,325.53
MWKVIJ,,,2,206.11
LWKOPY,DYUCHSEUWZMUXZ,XSSHKTBNIYZF,1,498.3
BNWNAV,,,1,503.42
TECRPS,OMRGZBPSDQEVSU,,1,66.84
RIAZZI,FKRQIJIBHYMYKU,AOHMNUFGPAIL,1,18.81
VERKZT,MQJTMSBWBMQMJO,,1,310.58
KVVJRY,,,1,197.43
REOAMP,,,1,104.09
RQYIXB,ORJUECRWNLIPOJ,,3,247.85
DYDSAB,,,2,361.73
YMBBPZ,FRYBODGMOFBLBY,SHDMCRLRKARA,3,180.71
FFBUZN,COLTCVQEHAOXGM,YQVXTTOGHCZN,2,168.48
SWUMHK,LTWDBWFSCSACYQ,JOWWOAARIRFT,2,496.16
JKXCQM,MNHNYKWZFMAUGK,NPTKDRINPQDZ,3,611.15
DDQFSI,COLTCVQEHAOXGM,HSAJIFQZAAZM,2,507.76
UKXNKL,KQQCIQBGVORFNR,,3,108.1
EAGAHB,,,3,52.43
KZQUAR,,,2,323.09
UTSAVL,,,2,388.73
AZGTAS,,,2,205.92
SHNRZD,SUNKLOSPEWWOZN,,1,371.16
YYYKEH,,,3,411.19
PHVFUM,QOVQVZCVNPYBXR,,1,543.64
QDMKDG,INOTGNRVSFFNLR,,1,485.34
FMNMQW,,,2,399.84
ARAOHS,,,2,127.93
GJGPJS,IEKBPBVDBBLTHC,VXTEITTPOYUU,2,566.25
WYRJPE,KLIXKLXWFSHVOU,,1,21.38
UQHDMM,EZKPOPXHRZEPJX,OJVQZYEXXKVA,1,173.68
EOFSHH,JSIUFMUEMDEUNW,,3,53.29
NNOIYX,,,1,522.62
KLTCGF,LTWDBWFSCSACYQ,,3,460.9
XCNVOT,LCJGUZEMHDDHTU,OWEHNGLORFVI,2,666.47
DWAKYX,,,1,543.88
HOPWFA,,,2,574.61
MELRGJ,GALHQACPTWQCJT,RVSIMECEODQH,3,601.06
XGNIEM,IHYTTXCEQZRVWN,CWMDBXCOMVDB,1,308.71
YVAREJ,,,1,205.76
IMGBNQ,,,1,16.69
QNIYUA,GQWQKSSYXPJKQL,KNDAVCNQGKKC,3,453.76
QZZWOF,CPKHNBWKTQVLWM,,1,87.79
KWCULY,,,3,310.87
TEOITL,KICAWDSUUNLCQA,,2,590.78
ZQLNZM,ZVXDMBNMNOWUTF,HXTHAOIGQSAL,1,545
FZKDLT,,,3,375.69
WQAIJT,,,2,427.82
GSTFCU,,,1,80.7
UKAUHB,,,3,64.74
NSKTCD,,,1,288.39
EZWZZU,,,2,434.03
OILYYM,,,3,300.29
PCYPXE,OTFPKCDTUIXBBS,GLUAHVTFNQPE,1,260.76
GKRAGL,,,1,246.29
DITEOU,,,2,683.15
TOLKHO,,,3,58
CFNOTN,OWCSBCZLICAHHB,WJHLXKIUSJFO,1,25.85
FOWWOA,,,3,85.76
GNQAPN,RWBXBPZDPATPKA,,3,224.32
FGXBKE,WTXIQLAROTGDWT,WTRZVRXWTBRU,3,89.08
JPYHAM,,,2,143.49
AXUNZI,,,1,647.96
NRMQKH,,,3,539.96
STJDFX,,,3,556.05
HXGOJU,CQEBKUCGTMAIQV,OPJSKVGKFEQY,2,170.06
TCBXUN,,,1,125.08
NYLTTF,,,3,301.55
RTUVFB,RPNTBPBHCXNAHW,KMCRETHFUCMC,2,555.06
ZGKWJJ,,,2,473.56
ZOZELS,,,3,135.58
QKWEWB,,,2,180.48
VNLEFO,XUVVDDVFKWRZVS,,2,473.08
YOAJPC,,,3,347.35
LNPJBU,XBJZBSMBXQOCXT,DIADYGPTWGCU,1,236.01
GZDTVO,KJFIGQKRAYXGMD,LGCHGSRGGFBC,2,479
OYDAML,HLXIELKZTBHYIB,UQGRTVUZJYBQ,1,215.19
WPFVXK,RXRCGWWPVTICMY,NYHSZQMBYAZX,2,635.89
WYZSWX,INOTGNRVSFFNLR,,2,138.96
OQVIDB,JAJOSUEYHGOKKP,,3,527.91
TDOJWK,WKHSMXGAVQIUSQ,,2,232.57
ZJFFDP,,,1,477.87
NVFGTV,,,2,45.8
OSGVKQ,,,2,87.55
JOZNMU,,,1,567.83
RWKSEG,,,2,235.62
KPBIIZ,,,3,617.9
AOZQAZ,,,1,307.07
YHRDRH,,,2,400.5
MFILOM,,,3,489.05
OAPWRH,,,1,89.63
WGCLEH,ZERAILZOGWGXUF,WFAEITBNWQUX,3,36.23
EDTAOR,,,1,361.86
ENJURI,,,1,495.39
SLZKZF,HCDHXNALKJFOJW,FNJLVDOEQKDZ,1,210.19
MWKVIJ,,,3,278.12
UDZLAA,UMSHPRKRQONQQU,,3,493.79
FNWYOB,NRQXJZMMYINMJE,ZYHRMRLDOAYO,3,177.4
QEIHUH,QRIUBAXHXNUZIM,,2,213.08
FJYHUU,,,3,104.51
FDKUSC,HLGIDCYNNUZMLQ,SBLBVKBPFMDA,3,516.53
EZWBEV,LRRXUXIRTTHVNI,,3,222.78
SCBOOK,,,3,594.45
PFJPUJ,,,3,567.89
QYZQBI,KMIMTMWSKXZPDK,KSYESUTQKSRZ,1,493.08
CNCBUD,,,3,405.3
EKYJTB,TKOPWUJXSGGXEA,,1,374.01
LCXFRU,XTYFADRZIQVBET,AOVLLMHVEORH,1,393.1
ZCBFYF,AMGHGMXIMHVAGD,GSVZCEKVESAI,3,298.22
PMBCKG,,,3,419.22
ERNYVY,,,3,47.79
RMBNOZ,YUVFXVGLRPXIWM,PCOJASOGKJOM,1,201.89
JYNPEO,,,2,314.97
ALBPME,,,3,313.89
CQBIQY,,,3,357.12
GAOBTU,,,3,606.5
WQCMFB,AGQJMCJXWWLXZB,LWBEZUDWIOYH,1,178.19
XCPZJN,,,3,50.96
OWLOKP,OJHVDTDXCQUOSJ,,3,81.81
BWCHON,HKLZHIESSWXOMN,,2,415.27
QNEFNI,,,3,336.72
YPRQFX,,,3,356.39
TCBXUN,,,2,118.42
BUWOCC,,,3,434.21
HAJCTN,ERCFQPBDQUIMGM,,2,79.08
EOMXBN,,,3,66.03
LFWFYL,,,1,262.79
UNPQUH,BOCNUEKCFYHLRG,,1,119.96
ANKZIE,,,3,657.58
XGPXLJ,,,1,413.85
BPHLXZ,,,3,162.49
YRXBGT,,,2,396.92
CNOXBZ,,,2,140.72
EALWTX,,,3,343.65
XUOLJS,,,2,430.54
NXLMCA,,,1,340.15
BKCCQV,UQGTTHRPKBDHUM,OFOXZXOKTSXP,1,693.75
ATTVGT,OWCSBCZLICAHHB,LHKCBJZJNXVP,1,210.26
RQDWWL,QXTYZXMHQEZOWB,,3,611.66
AZPDNQ,,,2,339.42
PYIGVH,,,3,19.94
HJQPXE,SXXXNOYRSVAIWY,,2,580.87
RZJRSY,,,1,272.25
NNPNVV,UIZQAVHZPHDQHM,JKOFWDVJZJOQ,2,510.21
HVJQGT,,,1,82.69
YZIHCE,ZPJOVBWYQWTBQF,JSCNKYGCVMFL,2,260.43
ITVPFZ,,,1,340.01
KSHGUL,XWGJCOAMPBWVEL,LEDAWWAYWJGI,2,190.63
KXNFWI,XWGJCOAMPBWVEL,,2,75.97
NIVGKW,NUZBLRRMOLNDGR,HHLYJQVTSTSC,2,478.66
AKXAXJ,ERCFQPBDQUIMGM,,2,374.45
DZRCJU,TVRVCOJNACBFCZ,HNFSDPUFOHXM,2,381.23
JDGTCS,LGMWDGCFACOBTT,SJSHQVXUFUSO,2,286.43
MFHIPT,,,3,373.28
XOYJYS,XNLKOJQUDHEGUQ,,3,342.44
JTLXLE,,,2,329.35
WBIJJW,OGGFDKJSWULWVQ,,1,115.07
UOUVHJ,QWQQSEVFONTTGP,,2,429.06
MVTNJI,OJHVDTDXCQUOSJ,,3,636.52
JADPDN,ZBJPVWWCXLREVT,FCBRIVNITYPF,3,411.48
ACVLKK,TYWVSZXFCCRJGO,,2,542.04
KLKUIV,MFJLMYDGAPIMNS,,1,423.99
ZDFWZR,TFMGIHDKYDRTPW,ICSYHVKEDPJR,1,616.19
AKBEOF,,,2,102.22
KOVJDD,NLNFNRSBQBSIXB,,1,84.61
VMPQZC,LXTNEPORRJHEUG,UEAIDEQDKDCP,2,276.59
IJXRRP,UKLNSIKIJRKQUZ,PTLNOHSYHTOA,1,518.06
NGEOTT,,,1,66.83
RURPOJ,,,3,12.97
WTICER,CQEBKUCGTMAIQV,,1,494.51
KKZQOJ,,,2,430.01
LTFRRD,FDRDXNVTZMCHSZ,,1,590.57
LIXOSK,,,2,531.38
QUJZFU,WCXFAOLWFRTUUJ,OHPDKAHHLQUU,2,528.02
LYFRUL,RRTLITGWBNLAML,,1,52.01
PRVZXZ,ICICBIISKFTPPL,,2,464.15
SHNRZD,LDSPJYQLZITXFD,,3,371.16
AZWFRQ,TFMGIHDKYDRTPW,,2,71.6
AZAQIL,GULAXLOZUBRFLW,NFLFBOPEWDSH,2,284.18
XLQRFU,MHKVBAHRKJKYAX,IBDYHNPEDEQR,3,259.51
AYHTKP,,,3,261.6
NMKGIR,IJIAUIDUYXCVOC,,3,349.08
AVVJIX,,,3,318
MOUFAR,,,2,406.01
BKSMEN,FESHWTLWNOYOHE,,1,489.06
LZDJVT,FYGYQJCASFTTVH,,1,182.77
IVXFRD,RZYGEVYVRGPONK,,3,264.83
MELECA,,,2,419.56
QGHJBE,MHVONQQRTYNYWB,,3,524.96
ZESRYQ,ESSZVMCEAIPYVN,,1,428.6
RFWAFD,AEMYWRQTZTIMXI,TEACNGYPEZKS,3,56.49
LGRVNC,LLFXMPKKEMDZZU,,2,252.46
OAROIL,LIKMNILJZHXCAQ,HRGNUKGFPLMG,1,610.38
ZDFWZR,XNOIRBKZASHBIW,TZYJPSMVYMMR,3,474.86
DCZVXZ,ADKFPFIQAILGXJ,DLFRNSFGQTFR,1,28.24
YKUCME,SXSQZJYZTGUFLI,JYPOCQOLVHUC,2,524.25
GVICVN,BROZYUDGFDBFIV,OIDSAJIJLDCP,2,593.45
XDBGEC,IBCCRYUUGSMIZD,,3,154.19
LHKSQZ,,,1,470.3
JTQSGL,,,1,160.38
IUTHJY,YRGNIUDXOVAGOS,,1,295.07
CTZBOR,NJFGQKWRFTZBKM,,2,469.6
YFYJMU,WKMQCOPIJOMBHQ,TPGFRQRQQFXC,1,627.65
EPGWXJ,,,2,544.72
LDYKKW,,,3,172.46
XFITMF,,,3,360.54
ITFUYE,,,3,440.82
LHXOET,,,3,234.09
UIRLCJ,NEZXBYSJQOBEHP,,2,67.65
JFDZDB,NUZBLRRMOLNDGR,,3,640.2
LINNUU,FKOQZTRECGBZKM,,1,627.79
XCUSML,,,3,233.33
BEOKIT,HNDBOLUEJSVMQZ,,3,665.11
YMDKSW,WOWGCGMKDOVVKJ,,2,90.71
KLORST,,,1,11.59
VVACCY,HLGIDCYNNUZMLQ,,3,141.78
BWCHON,,,1,288.88
WHOIOP,,,2,474.1
UTQSEF,OOQOGDHJAEEKUY,JUOOREQROMNJ,1,547.71
JQFGNI,WVYMWKVENAHSIM,,1,397.26
LKQJSP,,,2,459.71
WTDWAM,GWCJZOCSFZVCOV,FCUSADYLJUOJ,1,467.31
RPWSFN,RHMXHURMGXQNMJ,XGNILOLWPULS,2,456.74
LWKOPY,,,1,544.12
EJHOBF,RVAJCHXCSSLQFH,NXPAYTFRQFXG,3,536.15
IYOQDP,IEKBPBVDBBLTHC,BLORDETLUUAL,2,321.63
BLYIKT,XUNXXTHSJIJOCE,,1,300.55
AHKKQL,HVNPJSKZIJZTGA,AKPCCAULPDKZ,1,319.95
BCCLQN,,,1,246.27
VWUKDX,,,3,356.28
RYTSCT,,,1,685.22
UPMNOT,JYHQODFBHGGQEX,WFYMAHJINNQJ,1,102.14
ZQCVLW,CWIMLMOPZARVSX,HITSTCTFKYUA,1,197.2
BHEXXT,UKLNSIKIJRKQUZ,ENFVSTWXIUOL,1,47
XYGUSC,YPGYHILEWOYBLN,,1,399.1
LSNTPL,QDNODQCBROEMKQ,,3,60.49
MTVMKP,RZYGEVYVRGPONK,,1,173.47
YMMGTO,,,1,241.74
CGDRTE,,,1,224.84
FCJNAO,,,1,480.33
QURTXB,LGNMYBKSMZFUYR,DAMZLGYHITPT,2,436.96
XLBMAG,HCJFNJNHGHDTIU,,3,301.28
CFFRQO,,,2,102.42
PDZNWT,,,1,540.06
IOTMPE,NYLZQHEJNENPLS,,1,107.85
JTVBUR,NYMPBWJHCZRQOV,,3,394.33
UAFOCZ,,,1,600.66
TWMAPK,EADEXETGYEYNSM,,3,60.86
CDAWWJ,JNPMNVBGNAKADC,,2,383.47
NVFGTV,NSPZDAGXYGIATM,UYWKURPCURCN,3,56.15
FXDKNK,,,3,282.86
IJYGDE,ADKFPFIQAILGXJ,QVQFRPQQWUMI,2,523.99
JXFPYS,FESHWTLWNOYOHE,NJXTRTPQUUGU,2,323.99
QECYLH,NYLZQHEJNENPLS,YHBVVUUKLDKP,3,515.47
CHTYWD,,,1,415.41
MLMDAH,KQJDUFDNXPNFDH,TITDZTBGJJFW,2,48.97
UTLTGY,,,3,164.14
